genename,F1,F2,F3,F4,F5,F6,F7,S1,S2,S3,S4,S5,S6,S7,Space
ubqln1,3.209537711,1.992306299,0.69512662,5.33687024,0,2.292810429,0.636889754,1.69906115,2.660719036,1.951912096,2.278985058,2.487403973,2.395300002,1.854092928,0
pspc1,3.119333626,3.533209294,2.708492018,1.942091656,3.590716322,2.083908352,0.578579939,0.690538182,0.592217394,0.465321035,0.82913943,0.533700493,0.509034217,0.609404373,0
rab11fip5,0.477835923,3.631147626,2.51729585,1.48705422,0.520190525,0.772620895,1.015680354,1.079592931,0.826050965,0.659728009,0.59974933,0.527140795,0.335459859,0.296400666,0
plcd1,0.350812998,1.177784895,1.150953239,0.791093751,0.063727149,0.372120524,0.514748993,0.752320121,0.506353758,0.515771784,0.52232858,0.342249819,0.497260529,0.467978505,0
ddx19b,0.350760418,1.050120987,0.601656579,0.643268912,0.234921812,0.388918982,0.558506663,2.104513918,1.309171469,2.066721251,2.056635945,1.561432606,1.372037313,1.829288002,0
mcat,0.503244697,0.031135239,0.000615225,0.230068544,0.002572413,0.520347616,0,0.159108727,0.198943146,0.168675703,0.572022045,0.098476468,0,0.371987695,0
aspa,0.965435909,1.15047429,1.881575521,1.642550157,0.32382517,1.089306248,0,4.662108118,5.244248838,4.579866804,5.440201014,4.857672577,5.520251001,4.644219984,0
atp2a1,1.89100188,2.023627918,1.615161892,1.720840395,1.401977204,1.26377727,0.886930533,0.485604179,0.834724945,0.782285857,0.645784937,1.113232069,0.913802855,1.176615766,0
cadm4,2.469292422,5.971470639,5.974686072,4.058948347,2.648576585,3.858420454,2.447377313,1.544648695,1.962682046,1.371327994,1.723287384,1.398773304,1.282112536,0.983099437,0
clybl,0.613194955,0.666390778,0.875975477,0.847910355,0.157704783,0.366465234,0.051063535,0.670242019,1.66015304,1.347062169,1.204377716,1.25406772,1.25727448,1.044671883,0
luzp1,2.894907361,8.366015629,2.343668365,0.961900438,0.89225066,0.668771969,1.015886312,2.958284021,1.243253883,0.272215762,1.344647755,0.976103054,1.772153771,2.633589822,0
crtac1,6.859128088,2.990233756,5.445172901,6.037798381,2.796577112,4.176442182,5.082720752,3.11801471,0.730363659,1.60934866,2.683897918,0,0.649509424,2.4639563,0
snap47,2.580828519,3.009819476,3.918274734,2.491296485,3.217949798,2.448218047,0.95786547,1.688694724,2.447634451,2.928475304,2.755337006,2.467323485,2.608833574,2.77056651,0
prpsap2,1.823603047,3.816048326,1.974211907,2.816932421,2.010695246,1.864597636,0,5.354981245,8.433761128,6.147230422,5.936560668,7.797870773,7.726460588,7.081215586,0
actr1b,5.978464025,11.94378185,11.78519546,9.866855123,4.607405575,4.966448774,3.960989413,22.92829142,31.09736632,33.35137734,35.0672696,27.5886148,25.62748287,27.87211194,0
usp15,0.368803099,0.160791144,0.496257098,0,0.488052792,0.097495963,0.519655313,1.650813028,1.43583475,1.49533192,1.509729475,1.492437021,1.55520112,1.557959937,0
wasf1,1.413602231,0.982540849,1.2309051,0.446610196,1.678139259,0.956603131,0.261153888,5.27749202,3.322116157,3.640765899,4.131856697,5.830449362,7.480195777,6.343701626,0
arl6ip5,3.916002331,6.755609319,6.769564142,5.884187492,2.73886049,1.757880059,3.223993963,1.571406633,3.13044912,4.030145684,3.404924457,3.32967843,2.727337799,3.6392859,0
c1qbp,0.988728678,1.694458837,1.832773029,2.315625598,1.081898631,1.494843626,0.586027595,0.940808999,2.064447669,2.594229881,2.479923013,1.328480474,1.32134572,1.323603668,0
tmx1,0.133629485,0.856473381,0.598743746,0.490797155,0.206140496,0.088257083,0.298117748,0.044702285,0.203132901,0.400401498,0.071392426,0.134111348,0.074626235,0.100678549,0
aspscr1,0.205560565,0.516491108,0.427119366,0.243465257,0,0.134294188,0.090728714,1.152270066,1.162666592,1.275434774,1.106802791,1.019467442,0.895422662,0.908180451,0
cops8,3.191789491,1.649764953,0.783520558,0.583448416,3.162539906,1.773221148,0.390446037,3.352285573,2.834885578,3.11729861,2.986564117,3.287714923,2.924520003,3.198749581,0
camkk1,0.138610067,0.550606226,0.701932043,0.426570856,0.293507167,0.212928385,0.507795733,1.30136976,0.82885006,0.779672758,0.97843628,1.187333918,1.128134865,1.256576564,0
clptm1,0.476375249,2.589442637,0.927882325,1.259971879,1.89797509,0.670796919,0,0.244350342,0.312583717,0.279175898,0.192480469,0.35385192,0.233195074,0.247001301,0
reep2,1.159892587,2.712087614,3.420912765,3.452856046,2.448164416,1.384412036,1.349617421,1.146996474,1.597438254,1.380326496,1.276957886,1.879522671,2.101097921,2.068337286,0
nt5m,0.160910505,0.252323876,1.099540523,0.079223181,0.185921885,0.118154189,0,0.608746847,0.954270224,0.707160932,0.959566904,0.771573053,1.085866904,0.868784029,0
acsf2,2.106751641,1.617490932,2.467646976,1.348736156,1.490419216,0.181585623,0,6.999885963,8.199243265,7.073132307,7.883905274,5.929390594,6.105447516,8.055026246,0
sgtb,0.648027217,0.483136224,1.338501564,0.227753126,0.974673168,0.14501827,0,7.211014037,3.298833163,4.595960996,4.94985951,4.863597832,4.58486752,5.135936302,0
sgip1,4.150375388,4.488554341,3.458923803,3.83290271,3.362634619,3.709394818,3.454709785,6.868917842,7.153313062,7.772612651,7.988986018,8.752977266,9.947083915,7.924854781,0
hip1,1.255016189,2.59533323,2.536995882,2.682735665,1.198350701,1.162958099,2.402133926,0.831478066,1.145285859,0.830969484,0.516948089,0.487966932,0.001200999,0.689091137,0
myh9,2.272688574,4.015750092,3.852151327,3.614684482,2.441312805,2.286557542,1.078835322,1.756674234,1.342269226,1.471421826,1.456858913,1.360490431,1.18130077,1.54561446,0
hdlbp,0.748795905,1.340476053,1.444519027,1.055231252,1.139149418,1.110183228,0.644714132,1.763820963,1.720374652,1.552281268,1.846135015,1.645161483,1.466582165,1.522525205,0
adpgk,0.194848281,0.640265014,1.113987978,0.837215625,0.115222988,0.264920185,0,0,4.266973858,0.316929969,0,0,1.349717833,0.710162843,0
psmd2,0.638826579,1.407251267,0.791112177,0.705278167,0.384070778,0.370103975,0,3.494103276,3.872936639,3.700873521,3.674434388,3.754886674,3.394232909,3.756405699,0
hnrnpul1,0.096047943,1.202200059,0.968973954,0.678665928,1.045444633,0.149197199,0.505321793,1.003756677,0.887361384,0.884670474,0.966819779,0.689518323,0.720551789,0.81217092,0
atp1a1,14.92910693,19.59875602,22.47667016,22.05154472,18.18402067,16.89012955,11.12964652,0.890979554,2.164873163,1.949308552,0.969336613,1.730507129,1.368040403,1.766706193,0
ccdc92,0,0.300692602,0.525411236,0.112319416,0.583272257,0,0.295900364,0.49726726,0.546726834,0.824412522,0.832555999,0.626750428,0.53933015,0.493262651,0
ccar2,1.045628922,1.687284735,1.40980042,1.236855604,1.053206653,0.780746726,0.653493784,1.590285444,1.522093184,1.484906166,1.608390549,1.873029522,1.515006693,1.817968606,0
cdipt,1.458958216,1.050065273,1.393212829,1.941857881,1.994908362,3.454688751,0.328012063,0.647743254,0.717906193,0.723247827,0.50356064,0.853164112,1.132694913,0.949377431,0
sirt2,4.832066631,17.93644607,12.51428226,12.93728892,12.30220603,9.895741477,6.43511468,2.684811176,5.795129163,6.594219525,5.226801113,5.658116993,4.395703719,4.532361875,0
stx18,0.114102324,0.329396382,0.468679183,0.403197302,0.224681007,0.087448486,0,0.035379575,0.10594544,0.08444997,0.062278448,0.119664203,0.104606907,0.124815748,0
mrps23,1.181186681,0.763071721,1.376783433,1.099994513,0.570863859,0.708855591,0.299013918,0.473732607,1.086357104,1.013117878,0.915808308,0.827782244,0.735149577,0.725827104,0
pdcd10,0,1.209097279,1.204412652,0.885430536,0.540498942,0.408134457,1.31077365,2.258012246,1.77802258,2.335336807,2.100741773,2.03307592,2.321441328,2.490374699,0
0,0.210345382,0.875469088,0.607710399,0.524973722,0.378551865,0.249111291,0,0.415253567,0.37159383,0.339835071,0.475411452,0.304182393,0.423674474,0.387897968,0
krt79,47.17952919,78.34309582,39.42911923,28.12910516,27.08933203,5.555112667,0.807035678,10.16924527,2.326367007,2.626184246,1.45123854,4.985534156,6.334702257,4.274389709,0
arl8a,0.260291936,1.749548801,1.274689637,0.991686239,0.608236372,0.2074125,0.422564532,1.680772415,2.432260365,2.559302215,2.134842344,2.315480844,1.955671419,2.269496659,0
epm2aip1,0.931863969,1.062714843,1.107246957,0.9562034,1.060640059,0.145605972,0.317916463,5.769301101,4.488519195,4.209990727,4.650692691,4.928871092,4.308923086,5.167437191,0
tmem30a,1.200151022,2.63422461,1.700748109,1.687258768,0.977730332,0.623480574,0.523808971,0.779641252,1.094100828,1.311695747,1.306000894,1.047342375,0.889586895,1.480459852,0
hnrnpu,8.611886896,24.64610094,17.11518246,14.60858202,15.64511474,7.493382275,6.859360174,6.288711328,4.925721874,4.441597137,3.933408695,3.995210535,3.391351942,3.769665288,0
slc25a3,25.9475501,69.23489687,58.03684798,57.19728807,39.71410316,30.27486831,29.25247098,0.670890604,1.352024146,0.974376017,0.472778747,0.988637173,0.282934085,0.371094509,0
rbm39,4.491071938,2.79210549,6.172908083,3.757423386,3.222017124,6.321259737,0,0.876980949,0.72248876,0.646619261,0.590448317,0.717403495,0.294711892,3.390940656,0
wasf3,0.74059558,0.510994883,1.491635649,1.244613957,1.251673938,1.616843323,0,2.681969903,2.939567744,2.773712319,3.184480114,3.227092653,3.298905205,2.777300621,0
mark1,0.91766964,1.729460165,0.71754719,0.624301656,0.588530915,0.889887761,1.831608483,2.231944982,1.583448715,2.764195801,2.331179661,1.593541705,1.278060052,1.764019307,0
setd7,0.569966603,0.610526776,0.561236296,0.121422775,0.127148275,0,0.32230209,4.607010432,3.262906467,3.381438308,3.788015032,4.331099199,4.189854388,4.639016461,0
hnrnpr,5.455092891,15.85043929,9.810639598,5.641859387,9.796131973,6.86130252,3.459834944,1.146296434,0.90858506,1.391263866,1.283630088,0.599659683,0.772336124,0.834803766,0
nudt16l1,0.402168042,0.900975989,0.32703915,0.114570735,0.375105548,0.200570881,0.739612331,0.442273548,0.352123627,0.339876372,0.292510985,0.270235646,0.158108218,0.252659203,0
acot11,1.778773147,2.025730751,1.751968249,1.211010007,0.595571677,1.6053816,4.032133867,0.980585485,1.627682548,2.318996364,1.978020058,1.81050882,1.270099006,1.834932571,0
gatad2b,0.120071862,1.121517389,0.622811657,0.087270777,0.283170212,0.163383785,0.476316354,0.345176067,0.240025481,0.365904728,0.331186982,0.232726337,0.184528554,0.277956124,0
ipo4,0.347145281,0.289577949,0.538751252,0.469642791,0,0.144037455,0.472697016,0.996997736,0.834834373,1.329236675,1.318798418,1.002622259,1.011006821,1.100115271,0
sfpq,3.029606512,10.18176661,4.923061303,5.579360645,4.921998121,3.135510209,2.938052309,0.740664429,0.611882856,0.498767463,0.479911007,0.59454981,0.584951462,0.650804156,0
plcb4,1.189238224,1.847347898,1.126529776,1.141880665,1.35619448,1.00118935,0.582826186,0.461146338,0.232447769,0.317200226,0.229604858,0.220554223,0.339649944,0.348719537,0
wdr13,0.704941473,1.056665351,1.443350772,0.992074178,1.329539158,0.972873454,0,3.886199943,2.661052796,3.703383119,3.734799053,3.964975266,3.792934978,4.054250354,0
slc12a5,2.320941782,3.476054036,3.816056912,4.919709806,3.675869562,2.267880163,1.465386677,2.099659498,0.614457195,0.429903639,0.229800992,0.438357693,0.326084091,0.377442,0
ptpra,2.366667702,2.463639935,1.875776432,0.954576428,2.8286626,1.978451712,0.306048236,0,0.537703054,0.379561309,0.348042597,0.340609148,0.425202639,0.446225717,0
rab14,3.637252657,1.348708224,2.079981461,0.886095906,1.96869481,2.789963293,1.143810953,1.860729324,2.475204039,2.319097275,2.173733539,1.941080236,1.934189386,2.486593679,0
s100a1,0.551541782,1.696252213,1.273933533,1.316678907,0.656824765,0.527581169,0,8.877858765,10.0577444,5.751585491,9.656616782,7.904399843,10.98168994,8.299049819,0
idh3b,2.77080069,7.033528036,6.281949537,5.104166293,3.095876165,2.873409054,3.914322404,4.816765919,8.781184239,9.964858839,9.526074755,7.91910765,6.352127708,6.588487198,0
hba-a1,2.191736911,0.222917737,0.100658209,0.104031571,0.193471749,0.273967148,0.390215883,36.34218937,2.373820297,2.581851893,1.285600335,4.590781265,5.603683272,4.048893773,0
eif4a3,0.418824116,4.999094375,3.193855327,2.386754457,1.295344695,1,2.416474919,0.779337638,0.51671944,0.914266231,0.900279367,0.454098464,0.449927809,0.670351221,0
ppp1r14a,0,0.193903037,0.055920475,0,1.347243745,0,0.12410826,0.784310414,0.51454603,0.604708538,0.627511285,0.35312791,0.375519135,0.319218007,0
ndufs1,6.249489407,18.5776839,15.90567789,12.01000594,9.569895905,7.302712252,7.609631108,0.406991183,0.759894472,0.794107187,0.295556925,0.656826082,1.358128016,0.445685714,0
slc27a4,1.613209184,2.605758608,2.280531263,2.516445043,1.332887407,1.301700472,1.897386523,0.610958267,1.029230483,1.250734147,1.130476435,0.996822147,1.09595029,1.099402842,0
rnh1,0.812496615,0.915603755,0.623297352,0.347725292,0.148716392,0.424286144,0,4.191404108,3.601136989,3.998347393,4.309611549,2.665102686,2.72411626,3.091569888,0
ppa2,0.481472005,0.700411996,0.532357242,0.377298952,0.16262139,0.687490321,0.403856522,1.566399311,2.338328846,1.936539532,2.045452357,1.868585802,1.944031414,1.910368366,0
ddx1,0.406855501,0.76488491,0.772793437,0.683397515,0.522408539,0.382424905,0.658150166,2.218815619,1.543960937,1.716073444,1.851531553,1.751475034,1.913447989,1.960040853,0
map1lc3a,7.981475795,0.165330039,3.223590147,0,7.996587537,6.67476089,0.393832089,4.612091101,4.961978011,5.111080904,4.523965358,7.179877705,6.07457945,6.09963143,0
cbr4,1.5195698,1.182049155,0.64035742,0.766980577,1.205169518,0.441603308,0.613627558,0.971831704,1.162495317,1.264903025,1.291470313,0.997698075,1.241134188,1.414945674,0
sh3bgrl3,10.85585082,1.084309248,1.01954711,2.331688806,2.721624606,1.672109786,4.204796822,4.563217993,3.168796655,3.227009685,4.927979596,4.688084961,3.387687945,3.292355325,0
smap1,2.203908514,1.08888783,1.115635811,0.365585771,0.456872197,1.110134618,0,4.332783174,3.368552897,4.118980586,4.299177593,3.595294887,3.904409565,4.040259378,0
csde1,0.54366589,0.830642276,0.784491737,0.627184813,0.47419583,0.877827048,0,1.980300482,1.491560011,1.847324331,1.705365533,1.666642188,1.2185876,1.618819954,0
vps11,1.101918289,2.025377796,1.287537911,1.045577736,0,1.308379294,0.700569222,1.318105149,1.25903954,1.279395064,1.364073909,0.827001628,0.858940682,1.294039324,0
cdc42ep1,2.045551714,0.119514017,0.239797243,0.213568424,1.188430391,0.973829118,0,0.124120571,0.120330557,0.18817722,0.190569857,0.173456868,0.199891705,0.259945444,0
ndufs2,2.571280985,6.236105777,8.720470853,5.674907708,2.137339195,5.609549441,6.011498869,0,1.438947015,3.105838423,0.70269602,0.996122923,0,1.034612631,0
strbp,0.404141403,1.114942933,1.007067887,0.733704585,0.170941032,0,29.59006874,0.558079787,0.146668585,0.45721873,0.368594254,0.199812683,0.16686877,0.327880392,0
cisd1,3.011876204,4.474973224,4.051385788,2.271240601,1.384880347,6.999462103,4.153691842,0.088205388,0.246773901,0.207214518,0.131990269,0.122422626,0.253900267,0.163197891,0
cbs,0,0.466475243,0.099979885,0.650324289,0.467889449,1.230145822,0,1.276709023,1.829727452,1.77632923,1.838629666,1.133237648,1.0747488,1.102437171,0
ncald,11.02847605,1.187914026,2.002989259,1.795705372,2.560326094,3.304277065,1.649360052,4.156723984,3.584093023,4.801556816,2.828407483,5.795042201,5.182969072,5.577997555,0
creld1,0.454833786,2.653775173,1.37617976,1.170139778,0.520070045,0,0.488690256,0.078667598,0.449028331,0.45601095,0.454001816,0.370105049,0.396725879,0.693714216,0
tmem205,0.748387835,2.523739594,1.708738591,0.974563345,0.373082079,0.831832069,0.521320904,0.240518933,0.47710762,0.632870924,0.452422492,0.265342232,0.167542599,0.451576089,0
spr,2.706284058,0.646446244,1.022479067,0.700280695,0.800548179,1.681118433,0.914932589,7.587963575,5.247104617,5.37524583,5.833227507,5.56956904,6.460274951,5.735137958,0
pip4k2c,0.178154777,0.335823731,0.374293122,0.475226295,0.166664355,0,0.335393213,1.165536274,0.854423104,1.022010857,1.008778202,1.077577791,0.996138063,0.992678909,0
basp1,5.56424355,4.332930426,7.070222495,12.89775867,7.202911918,2.003593816,4.395788681,0.557856881,2.469912618,1.728012394,1.368725616,1.990815576,1.942398201,1.513225006,0
wasl,0.397706106,0.408085066,0.782362638,0.802494865,0.905437922,0.875619877,0,2.908715615,2.146014031,1.919426252,2.531544615,2.552668099,2.982346506,3.221454307,0
snx4,0.521339235,0.658791373,0.709676936,0.311034787,0.344129286,0.2935509,0.323455492,1.389375027,1.452624386,1.942312927,1.872981481,1.354288079,1.277310865,1.424679382,0
mtif2,0.844528867,1.459655338,0.864637369,0.596171581,0,4.29241597,0.667094214,0.398719463,0.718641498,0.565266419,0.719858106,0.477775876,0.5589308,0.447726722,0
arhgap35,1.018856292,0.306335213,0.332300271,0.191193103,0.084502134,0,1.038031542,0.671502029,0.728466209,0.892058541,0.875397291,0.963788728,0.805632457,0.918022654,0
tbrg4,1.257709883,0.866381542,1.012818042,1.834200571,1.294132228,1.380205814,0,0,0.526034103,0.651856567,0.74220777,0.354025787,0.461183246,0.693435354,0
l2hgdh,0.591318622,0.908998811,0.665327818,0.569470164,0,1.397528091,0.950960782,0.564313972,0.600776547,0.945816952,0.84793677,0.334386136,0.255642247,0.298611599,0
nln,1.185580763,0.449035854,1.004032575,0.907186053,10.76917192,4.918600109,0,1.775745723,1.679459139,1.936153962,1.95368615,1.821926227,1.472030246,1.815136079,0
rpn1,1.17681044,2.817446937,2.468288194,1.86987551,2.092921557,1.066343225,1.449237902,0.231300304,0.344308647,0.423243083,0.303371556,0.272658387,0.208236607,0.371382466,0
twf1,1.462860375,1.495484233,1.616756502,1.097727683,0.79705448,1.254218507,1.402213633,2.100302245,2.006942253,2.102948336,1.937350242,1.850417447,1.724337267,2.204978657,0
prpf6,1.403423308,1.754358085,1.27420127,0.592221096,1.077033675,0.561262289,1.742593727,0,0,0.365208446,0.15172815,0,0.095773068,0.152866901,0
map2k2,0.339849029,1.488741941,1.048079927,0.925013627,0.361933529,0.768619671,0.964176981,5.527727927,2.201184516,3.970794896,4.568084069,4.448398676,4.727160655,5.896818787,0
ptbp2,5.015341258,8.159122481,5.70952985,4.594043742,7.534752813,4.39322372,1.285674066,1.709801985,1.464809091,1.76745169,1.486368919,1.814983918,1.936263098,1.881661033,0
fyttd1,1.974773052,2.332631297,1.354085142,2.980849001,1.741072831,1.650657656,1.792444604,0,0.451331567,0.448577558,0.531694483,0.52595584,0.166348627,0,0
grhpr,1.539106739,1.573994553,1.136258087,1.567966898,0.817784063,1.590277983,1.271400255,8.687897553,8.086811205,6.287827824,7.066428611,6.334845829,7.19034276,6.863106023,0
diras1,2.061441736,1.09091459,0.859062917,1.38746733,0.838072624,0.485238246,0.28685252,6.097422292,5.46759901,5.713738932,5.460547928,6.165388437,5.782171785,5.588818571,0
srgap2,0.226586435,0.315018485,0.320922228,0.345541757,0.17225646,0.21906579,0.297541189,0.535206005,0.60076872,0.725381033,0.836000504,0.782681837,0.661311477,0.791214597,0
pcca,2.010109009,2.834586602,2.256404012,2.072616621,0.80293396,1.875548024,2.026888435,2.687893297,4.638281468,4.773956501,4.122229068,3.227873416,2.942864572,3.656978307,0
ugp2,1.384952552,1.639683195,1.666721485,1.386132303,1.317476707,0.841080379,0.885512318,9.710116547,10.01966369,9.362533289,10.74114552,8.272303621,8.197933888,8.867820584,0
rab4b,0.399153923,0.474588886,0.908816551,0.391055468,0.507732563,0.592340718,0.759945153,0.501578495,0.633241795,0.749217092,0.644082157,0.594355577,0.540674091,0.68040435,0
lrp1,1.457479775,1.806581507,1.978383484,2.059083379,1.028980443,1.199597786,0.84291442,0.848178726,1.114547557,1.122626847,0.785994185,0.81319597,0.776118396,0.880784301,0
sncb,6.610802655,5.631787793,5.357230909,4.471023781,8.578658488,4.782540581,6.531671139,51.80544151,34.05202143,37.82579957,46.92207085,45.18493396,43.39510287,36.59466335,0
fdps,1.384956308,1.185056025,3.781454738,3.747926343,3.28079135,1.45283161,0,5.315840815,2.642615799,2.504050751,2.565011278,4.504529642,5.397761267,5.020174487,0
wdr7,2.496952766,1.95479913,1.745288889,1.600306635,1.674601359,1.734387373,1.691483623,3.864300804,4.480091911,4.796258609,4.873268099,5.777452935,5.3484072,6.27777054,0
syt12,1.780497585,1.554279033,1.271708393,0.851056811,0.85233956,1.652011828,0,0.525441516,1.08848814,1.116237725,1.111733619,1.093546825,1.402446177,1.38479229,0
ak5,1.459926894,2.344578533,1.067780592,1.073800562,1.817330198,1.755147276,0,5.393485253,2.132275121,2.482355243,2.99587573,5.698608834,4.974866126,6.731017795,0
msi2,1.335370119,0.120101298,1.032998777,0,0.715873617,1.044483819,0,0.66997964,1.08192823,0.972583339,0.99374197,0.938581942,0.914399301,0.928201821,0
tardbp,3.546114273,48.62828596,39.84237443,38.79533668,9.125254174,4.523417648,5.542736459,3.604991021,44.94380845,50.9365431,46.3014122,3.226637453,2.609832312,2.874343827,0
hnrnpll,2.851753941,0.86139012,1.551889657,1.319935159,2.187201964,2.900176138,0.68528121,1.84439912,0.921800504,1.386077299,1.405596666,1.210373718,1.257821052,1.727476194,0
tubgcp2,0.408109214,0.653567164,0.341448778,0.289515712,0.733443354,0,7.80267172,0.694215975,0.533891651,0.639615354,0.699851573,0.626281971,0.578187183,0.719254352,0
acaa1a,3.079211623,1.861606521,1.719369741,5.373477313,4.044596192,3.396454024,0,0.515301523,1.863288216,1.502700878,1.008253928,1.044415987,1.110259385,1.074174062,0
tf,2.292826277,1.747300973,1.673087124,0.981306435,1.420704981,1.05694291,1.699578578,13.85479912,4.803917391,3.585407126,3.78633843,3.162225095,2.833677268,3.33973782,0
rheb,2.920709796,1.130693024,1.746429161,0.963140129,0.671168821,2.206434922,0,1.34383036,1.516511959,1.881487068,1.767330666,1.333778172,1.409333584,1.344562111,0
tmco1,0.103094551,1.205803894,0.547879757,1.463050787,0.483860373,0.973353311,3.110951539,0,0.167732602,0.161388171,0.20422082,0.250132435,0,0.294757846,0
sf3b3,2.321788545,4.902544028,3.511350446,3.081108078,1.466845062,2.014308593,0.895527072,1.684826685,1.24852564,1.278540614,1.367165559,1.160546749,1.205666977,1.556831777,0
cyrib,2.809624381,1.506312421,1.332205107,1.224216448,3.072319841,2.39016262,2.08416715,18.08722713,10.4346445,12.2660619,12.23903407,14.07249709,14.7438933,15.83023108,0
dars1,0.645634556,1.606285756,1.09038741,0.938429652,0.560855645,0.599324747,0.742022328,5.152998569,5.211068416,6.681353248,5.872067867,3.890466318,3.370732026,4.549613237,0
mthfd1,0.851211173,1.040522083,1.152093371,0.946203179,0.439583569,0.3629528,1.084753137,3.386456999,3.812752197,3.678494601,4.05102658,3.513042831,3.252940116,3.23546577,0
tubb6,6.184917017,14.62608579,6.134630713,25.90484593,16.93674074,7.171448373,3.097032424,3.659802609,8.703775377,3.025425832,5.350154162,9.586090871,8.126932491,4.549481371,0
pdk3,0.975538562,1.80114477,1.713499639,1.455861039,0.739475515,0.812752862,0.692700222,0.843006947,1.633832584,1.780412553,1.663525821,1.117591011,1.010068646,0.947091087,0
mtarc2,2.36977611,3.919886189,4.411549216,4.077182829,1.605742609,2.823794493,2.775494489,0.217243525,0.291638643,0.416488958,0.390465559,0.315866658,0.415980213,0.491860251,0
pycr2,1.624327317,3.411277575,2.541582843,2.128636728,1.322974953,1.520042442,3.041932416,0.425846457,1.266688797,1.174109676,1.03833998,0.863311379,0.641657568,0.925672821,0
lrrc59,6.108904806,6.783554924,8.114041272,8.004342988,13.05507274,5.92977907,5.517443159,0.841952873,1.943611615,1.283033135,1.418908391,1.808852424,1.464677403,1.603881192,0
pde2a,2.349181079,1.719238377,2.601832071,1.95053792,1.689975526,2.033843154,2.000544142,1.691818324,2.121760912,2.196743885,2.005897269,1.741390523,2.222605841,2.760310165,0
krt5,0.534392052,1.015323149,0.540747115,0.373724503,0.225412786,0.082580518,0,0.445595695,0.083708714,0.162048599,0.090328053,0.283121955,0.351834806,0.181442971,0
pycr1,0.105891544,1.445082988,6.953255804,6.083426149,0,0.740347869,0.461104847,0.411325407,3.012989993,3.144900055,2.829260893,1.046899623,1.030238979,0.808392667,0
ubxn1,0.416652029,1.14246706,1.848025733,1.570600666,0.348318338,0.37195288,0.555100115,7.072137841,4.617652516,4.429886176,5.374580954,3.914930421,7.708282028,7.236859309,0
wbp11,1.393023667,1.06688128,2.839037916,0.369913282,3.602074411,1.055783708,0.364363425,0.234685963,0.257357033,0.225790444,0.399353072,0.416261806,0.38362976,0.088567339,0
polr2h,0.183026228,0.449178417,1.142342561,0.938569851,0.589301612,0.103496918,0,0.974910602,0.382598808,0.236885228,0.37956405,0.457983129,1.079629826,0.665077466,0
camk2g,5.302053855,2.578125635,3.352359477,3.645481037,8.51701369,7.591541445,1.283726939,0.339553611,2.773897891,3.269315534,3.189592845,2.158686397,0.817879685,1.152030656,0
impa1,0.304074126,0.397661103,0.343964471,0.276001053,0.309100036,0.18479461,0.521293433,2.091702036,1.253719971,1.669312822,0.951120883,1.332992842,1.476347689,1.489377757,0
xpo5,0.261848632,0.768532442,0.795805657,1.307473809,0.440257072,0.170702422,0,1.151331124,1.071738373,1.218867796,1.411544887,1.702919531,1.7274416,1.492042273,0
rtn4ip1,1.085809209,1.711072148,0.66169952,1.678974256,3.81013345,1.787889136,0.761083895,0.889504787,1.098090215,0.596448795,0.381568352,0.81859944,0.018323684,0.456480619,0
mpi,1.740905713,0.262062512,0.292649362,0.877112432,1.128889458,0.569098718,0.342614985,4.218435007,2.82690742,3.011466777,3.173858987,3.151976771,3.441999895,3.414773307,0
ppp2r2d,1.024565369,0.644069062,1.044165752,1.708414342,1.193397092,0.515466798,0,6.242810132,6.24779338,6.86852677,6.548775632,6.478223967,6.106720743,7.140513815,0
atad3,1.974069438,1.955803174,4.157108093,3.809380023,1.680696363,1.36826875,0.433201641,2.955606962,0.505223964,0,0.603558402,2.909545145,0.843587873,0,0
taldo1,0.500240508,0.357885324,0.302737391,0.478741723,0.412102968,0.273856614,0.417112895,3.30885611,2.166443254,2.412773275,2.413739086,2.218017462,2.183791335,2.200034627,0
nans,2.161430686,0.171455765,0.91987778,0,0,0.791745193,0.198787006,4.831828877,4.586797923,3.779077741,3.714472053,4.007787596,4.14820879,4.203320562,0
psip1,7.922851263,17.24367723,9.566199239,9.404870951,5.962726738,5.851539356,4.872437242,3.333142073,2.090253913,3.448177443,2.53014491,2.377899899,2.45562219,2.565369214,0
psmd6,0.348396322,0.762822348,0.464820412,0.22944764,0.299714047,0.057642163,1.054320445,1.568914467,1.495006036,1.982318342,1.694019603,1.542151148,1.503307194,1.442244161,0
rap1b,3.381188776,1.112198644,1.20835938,0.379485236,1.195557937,3.895576522,0.532336657,0.265754162,0.499329029,0.735300868,0.393423212,0.361208549,0.175044532,0.505159108,0
ggt7,0.561613342,1.166758282,1.685956774,1.304380297,0.51336008,0.299680934,0.093813419,0.143731224,0.598018825,0.601459097,0.344881166,0.512945161,0.214072462,0.468218101,0
eif3m,0.546355214,0.306514695,0.503130967,0.359009738,0.285291967,0.39446158,0,0.752691488,0.721168835,0.998000981,1.014574154,0.708678837,0.745519296,0.865704607,0
hadhb,3.069924677,10.25946675,8.678355731,5.785422113,3.215720375,5.013903776,4.156638723,1.993550998,6.043822264,5.003734087,4.928867911,3.556470636,4.115209656,5.030865521,0
actr3,0.774643552,1.118279419,0.933825056,1.080046412,1.144952152,0.895209423,0.715098166,5.156139807,3.444357118,3.421958631,4.163145911,4.823348172,4.213631363,4.62588167,0
